Rk,Player,Nation,Pos,Team,Comp,Age,90s,Min,Ht.,Wt.,Ast,Blocks,Carries,Clr,Cmp%,CS,CS%,Dis,Err,G+A,G-PK,GA,Gls,Int,KP,Mis,npxG,PKA,PKsv,PPA,PrgC,PrgP,PrgR,Recov,Save%,Saves,Tkl,Tkl+Int,TklW,Touches,xAG,xG
4070,Raphaël Guerreiro,POR,"DF,MF",Bayern Munich,Bundesliga,31,17.5,1572,1.7,67.0,4,26,820,19,88.7,,,15,1,8,4,,4,10,27,16,2.9,,,25,39,85,126,94,,,19,29,12,1487,2.9,2.9
4071,Ander Guevara,ESP,MF,Alavés,La Liga,28,21.6,1947,1.8,75.0,1,19,512,43,76.6,,,19,1,1,0,,0,14,12,22,0.9,,,11,14,112,19,120,,,49,63,30,1208,0.6,0.9
4072,Gerard Gumbau,ESP,MF,Rayo Vallecano,La Liga,30,9.4,849,1.87,78.0,1,11,276,13,75.5,,,2,0,1,0,,0,5,17,8,1.1,,,3,2,41,21,27,,,17,22,12,507,1.3,1.1
4073,Christian Günter,GER,DF,Freiburg,Bundesliga,32,25.7,2314,1.84,81.0,2,33,559,50,74.5,,,4,1,4,2,,2,8,28,15,0.6,,,30,19,52,109,61,,,23,31,21,1304,2.5,0.8
4074,Jon Guridi,ESP,"MF,FW",Alavés,La Liga,30,23.1,2080,1.79,78.0,1,18,471,16,74.2,,,17,0,4,2,,3,14,17,38,3.4,,,11,27,79,90,86,,,40,54,22,940,1.2,4.2
4075,Miguel Gutiérrez,ESP,"DF,MF",Girona,La Liga,24,27.3,2458,1.8,71.0,5,41,989,34,82.6,,,25,3,6,1,,1,16,41,37,1.6,,,51,63,103,199,144,,,37,53,24,1741,4.1,1.6
4076,Christian Gytkjær,DEN,FW,Venezia,Serie A,35,8.4,754,1.8,77.0,1,11,132,8,55.4,,,9,0,3,1,,2,0,7,18,1.6,,,3,3,5,52,15,,,6,6,4,235,0.5,2.4
4077,Robin Hack,GER,"FW,MF",Gladbach,Bundesliga,26,24.1,2172,1.76,68.0,7,28,684,28,76.2,,,44,0,11,4,,4,9,32,65,5.4,,,34,51,95,141,123,,,22,31,17,1186,3.6,5.4
4078,Lewis Hall,ENG,DF,Newcastle Utd,Premier League,20,24.3,2189,1.79,72.0,4,27,950,75,81.7,,,20,3,4,0,,0,18,34,33,0.4,,,17,41,123,80,119,,,58,76,41,1820,4.3,0.4
4079,Florent Hanin,ALG,DF,Angers,Ligue 1,35,29.7,2672,1.77,65.0,2,28,904,99,77.5,,,7,2,3,1,,1,47,25,27,0.9,,,37,48,99,108,132,,,69,116,48,1965,1.9,0.9
4080,Ridgeciano Haps,SUR,DF,Venezia,Serie A,32,15.2,1369,1.75,66.0,1,15,365,48,77.7,,,6,0,2,1,,1,7,7,13,1.2,,,12,26,52,47,54,,,30,37,16,738,0.7,1.2
4081,Jack Harrison,ENG,FW,Everton,Premier League,28,23.1,2076,1.75,70.0,0,33,524,35,62.8,,,41,2,1,1,,1,10,33,52,3.5,,,25,73,51,127,73,,,32,42,22,948,3.7,3.5
4082,Abdou Harroui,NED,"MF,FW",Hellas Verona,Serie A,27,5.1,463,1.82,78.0,2,6,175,5,79.2,,,10,0,3,1,,1,2,4,12,2.2,,,3,23,21,34,22,,,9,11,6,283,0.4,2.2
4083,Hans Hateboer,NED,DF,Rennes,Ligue 1,31,18.7,1684,1.85,72.0,0,21,696,64,85.3,,,5,2,0,0,,0,29,15,11,0.4,,,12,28,92,63,62,,,31,60,16,1305,1.5,0.4
4084,Kai Havertz,GER,"FW,MF",Arsenal,Premier League,26,20.8,1875,1.86,77.0,3,11,418,33,78.4,,,23,1,12,9,,9,6,17,44,9.5,,,9,35,61,113,41,,,16,22,9,785,2.4,9.5
4085,Hwang Hee-chan,KOR,"MF,FW",Wolves,Premier League,29,7.3,661,1.77,70.0,0,9,159,11,81.4,,,10,0,2,2,,2,2,3,14,0.8,,,4,15,12,42,28,,,6,8,4,271,0.1,0.8
4086,Ramon Hendriks,NED,DF,Stuttgart,Bundesliga,24,12.8,1154,ND,ND,1,9,418,63,83.7,,,4,0,1,0,,0,19,6,6,0.6,,,5,8,36,22,40,,,20,39,9,839,1.0,0.6
4087,Luis Henrique,BRA,"DF,FW",Inter Milan,Ligue 1,23,29.0,2613,1.81,70.0,7,31,1015,30,81.0,,,19,0,14,7,,7,10,53,30,4.2,,,47,84,143,280,116,,,16,26,9,1643,4.2,4.2
4088,Mads Hermansen,DEN,GK,Leicester City,Premier League,25,26.5,2385,ND,ND,0,1,734,13,61.0,1.0,3.7,0,4,0,0,58.0,0,0,0,1,0.0,3.0,1.0,1,0,1,0,17,64.5,99.0,1,1,1,1147,0.0,0.0
4089,Hernani,BRA,MF,Parma,Serie A,31,14.7,1327,1.88,77.0,3,20,419,12,75.3,,,12,1,6,0,,3,19,25,23,0.5,,,14,29,78,40,68,,,47,66,26,782,1.5,2.8
4090,Jorge Herrando,ESP,DF,Osasuna,La Liga,24,15.2,1366,1.92,75.0,0,5,505,65,85.4,,,1,2,1,1,,1,12,0,4,1.2,,,0,7,38,1,36,,,17,29,11,871,0.0,1.2
4091,Yangel Herrera,VEN,MF,Girona,La Liga,27,25.1,2257,1.82,62.0,3,22,812,50,81.3,,,35,2,7,4,,4,31,17,54,3.6,,,13,31,110,99,106,,,66,97,39,1405,1.5,3.6
4092,James Hill,ENG,DF,Bournemouth,Premier League,23,5.0,448,1.84,73.0,1,5,146,31,64.9,,,0,0,1,0,,0,9,3,2,0.3,,,6,3,16,8,13,,,15,24,8,319,0.3,0.3
4093,Piero Hincapié,ECU,DF,Leverkusen,Bundesliga,23,29.7,2670,1.82,65.0,2,21,1366,114,87.9,,,5,1,4,2,,2,32,16,19,2.9,,,16,52,152,72,105,,,52,84,40,2456,3.2,2.9
4094,Jack Hinshelwood,ENG,"MF,DF",Brighton,Premier League,20,20.5,1842,ND,ND,2,11,590,37,83.2,,,3,1,7,5,,5,16,17,18,2.7,,,9,19,68,54,63,,,27,43,19,1199,1.5,2.7
4095,Ki-Jana Hoever,NED,DF,Auxerre,Ligue 1,23,23.6,2124,1.8,67.0,2,33,656,70,70.8,,,12,1,3,1,,1,21,24,32,0.5,,,28,59,79,128,91,,,51,72,38,1349,2.7,0.5
4096,Nicolas Höfler,GER,MF,Freiburg,Bundesliga,35,8.8,794,1.81,78.0,0,7,199,28,86.4,,,10,1,0,0,,0,14,3,10,0.2,,,4,1,30,3,27,,,33,47,23,482,0.1,0.2
4097,Benedict Hollerbach,GER,"FW,MF",1.FSV Mainz 05,Bundesliga,24,28.2,2540,ND,ND,1,54,710,13,65.4,,,94,1,10,9,,9,2,26,111,7.0,,,22,103,68,214,111,,,43,45,22,1112,1.6,7.0
4098,Mathias Honsak,AUT,"FW,DF",Heidenheim,Bundesliga,28,13.1,1181,1.88,78.0,1,16,338,31,70.1,,,12,0,6,5,,5,10,14,38,3.3,,,12,37,29,58,55,,,15,25,8,646,1.6,3.3
4099,Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,35,29.0,2610,1.87,75.0,0,0,538,8,75.3,6.0,20.7,0,2,0,0,38.0,0,0,0,0,0.0,4.0,0.0,0,0,0,0,70,71.2,83.0,0,0,0,962,0.0,0.0
4100,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,Premier League,21,28.7,2583,ND,ND,2,39,779,15,78.0,,,58,1,5,3,,3,11,31,80,2.9,,,27,97,75,159,110,,,32,43,13,1259,3.5,2.9
4101,Elseid Hysaj,ALB,DF,Lazio,Serie A,31,4.7,424,1.82,75.0,3,5,153,21,81.1,,,0,0,3,0,,0,5,6,5,0.2,,,9,4,14,18,20,,,11,16,6,318,1.6,0.2
4102,Hong Hyunseok,KOR,MF,Mainz 05,Bundesliga,26,5.9,530,1.77,68.0,1,8,142,9,77.9,,,12,0,1,0,,0,7,9,11,0.5,,,7,10,23,31,25,,,8,15,3,292,1.5,0.5
4103,Oscar Højlund,DEN,MF,Eint Frankfurt,Bundesliga,20,8.0,722,ND,ND,0,3,291,11,88.0,,,11,1,1,1,,1,5,6,18,1.0,,,4,17,49,9,40,,,21,26,12,497,1.1,1.0
4104,Igor,BRA,DF,Brighton,Premier League,27,10.7,961,1.85,80.0,0,5,530,39,91.9,,,0,1,0,0,,0,4,2,1,0.0,,,2,9,49,1,42,,,5,9,5,816,0.2,0.0
4105,Jonathan Ikone,FRA,FW,Como,Serie A,27,6.0,540,1.75,68.0,0,3,168,1,81.0,,,14,1,2,2,,2,0,2,9,1.8,,,7,23,17,55,18,,,15,15,9,257,0.2,1.8
4106,George Ilenikhena,NGA,FW,Monaco,Ligue 1,18,8.0,717,ND,ND,2,2,121,0,71.9,,,16,0,5,3,,3,2,9,12,5.1,,,3,8,10,58,10,,,4,6,2,189,1.4,5.1
4107,Ivan Ilić,SRB,MF,Torino,Serie A,24,10.2,920,1.82,77.0,0,11,412,10,83.4,,,9,0,1,1,,1,5,9,19,0.9,,,16,24,45,41,28,,,5,10,2,619,1.1,0.9
4108,Tim Iroegbunam,ENG,MF,Everton,Premier League,22,6.4,574,ND,ND,1,5,127,12,72.8,,,18,1,1,0,,0,16,3,11,0.2,,,1,8,15,9,51,,,29,45,14,269,0.2,0.2
4109,Jackson Irvine,AUS,MF,St. Pauli,Bundesliga,32,29.0,2610,1.79,70.0,6,17,464,63,70.6,,,13,2,6,0,,0,36,32,42,3.0,,,12,19,117,58,125,,,56,92,28,1286,3.9,3.2
4110,Alexander Isak,SWE,FW,Newcastle Utd,Premier League,25,30.6,2756,1.9,70.0,6,24,615,17,75.3,,,55,1,29,19,,23,3,41,66,17.2,,,31,83,88,217,55,,,12,15,5,1025,4.3,20.3
4111,Nicolas Jackson,SEN,FW,Chelsea,Premier League,24,24.7,2220,1.86,78.0,5,15,417,15,75.9,,,41,0,15,10,,10,3,28,71,12.3,,,10,47,38,129,48,,,22,25,13,687,4.3,12.3
4112,Karl Jakob Hein,EST,GK,Valladolid,La Liga,23,31.0,2790,1.93,81.0,0,0,643,19,73.4,5.0,16.1,0,2,0,0,68.0,0,0,0,3,0.0,4.0,0.0,0,0,0,0,43,60.7,96.0,0,0,0,1254,0.0,0.0
4113,Vitaly Janelt,GER,MF,Brentford,Premier League,27,25.0,2254,1.78,79.0,3,16,651,53,82.5,,,10,1,4,1,,1,27,14,16,0.8,,,23,17,80,38,107,,,38,65,22,1289,2.2,0.8
4114,Adnan Januzaj,BEL,"MF,FW",Las Palmas,La Liga,30,6.6,598,1.82,75.0,1,19,262,3,69.1,,,9,0,3,2,,2,2,17,31,0.8,,,14,24,41,58,30,,,10,12,6,459,1.1,0.8
4115,Mathias Jensen,DEN,MF,Brentford,Premier League,29,9.6,862,1.73,68.0,2,7,300,13,74.7,,,7,2,2,0,,0,8,16,9,0.2,,,19,6,61,27,48,,,14,22,10,573,1.7,0.2
4116,Jofre,ESP,"MF,FW",Espanyol,La Liga,24,24.1,2165,ND,ND,3,26,535,29,67.0,,,40,0,6,3,,3,15,24,64,2.5,,,15,65,48,156,105,,,22,37,16,839,2.5,2.5
4117,Þórir Jóhann Helgason,ISL,MF,Lecce,Serie A,24,12.8,1156,1.87,78.0,4,10,230,11,64.6,,,10,2,4,0,,0,6,22,26,1.2,,,13,20,38,58,46,,,10,16,7,491,1.1,1.2
4118,Ben Johnson,ENG,"DF,FW",Ipswich Town,Premier League,25,15.0,1354,1.7,68.0,2,23,259,54,71.6,,,17,1,3,1,,1,13,12,23,1.1,,,3,16,27,33,57,,,38,51,22,626,1.3,1.1
4119,Curtis Jones,ENG,"MF,DF",Liverpool,Premier League,24,19.0,1712,1.85,72.0,3,10,789,10,93.1,,,36,3,6,3,,3,7,22,26,4.3,,,19,30,117,79,97,,,39,46,22,1288,1.1,4.3
4120,Antoine Joujou,FRA,"MF,FW",Le Havre,Ligue 1,22,10.5,943,ND,ND,2,14,249,19,64.8,,,17,0,2,0,,0,9,15,32,0.6,,,15,44,18,85,59,,,16,25,11,417,3.0,0.6
4121,Luka Jović,SRB,"FW,MF",Milan,Serie A,27,6.2,557,1.81,75.0,0,1,99,3,81.6,,,6,0,2,2,,2,1,12,9,2.4,,,8,8,26,24,9,,,0,1,0,171,1.4,2.4
4122,Juanmi,ESP,"FW,MF",Getafe CF,La Liga,32,7.7,696,1.69,63.0,0,10,125,3,76.6,,,8,0,0,0,,0,2,4,27,2.9,,,4,6,8,28,23,,,14,16,11,220,0.3,2.9
4123,Anthony Jung,GER,DF,SC Freiburg,Bundesliga,33,21.1,1898,1.86,83.0,0,11,1044,77,89.6,,,2,1,0,0,,0,25,2,13,0.0,,,6,20,121,6,81,,,34,59,22,1695,0.1,0.0
4124,Hamed Junior Traorè,CIV,MF,Auxerre,Ligue 1,25,23.3,2093,1.77,69.0,2,16,615,11,74.1,,,53,0,12,10,,10,8,27,70,7.9,,,27,66,99,146,100,,,41,49,20,971,2.7,7.9
4125,Josip Juranović,CRO,"DF,MF",Union Berlin,Bundesliga,29,12.9,1159,1.75,68.0,1,15,307,42,64.5,,,3,2,1,0,,0,7,27,12,0.3,,,22,19,52,45,62,,,21,28,13,709,1.8,0.3
4126,James Justin,ENG,DF,Leicester City,Premier League,27,32.4,2912,1.83,70.0,2,40,866,141,78.2,,,15,3,4,2,,2,46,14,31,1.5,,,23,39,91,96,88,,,58,104,37,1948,0.8,1.5
4127,Filip Jørgensen,DEN,GK,Chelsea,Premier League,23,6.0,540,1.9,77.0,0,0,145,0,83.6,1.0,16.7,0,3,0,0,9.0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,5,71.4,19.0,0,0,0,202,0.0,0.0
4128,Mohamed Kaba,FRA,MF,Lecce,Serie A,23,5.0,452,ND,ND,0,4,136,10,80.8,,,5,1,0,0,,0,4,1,13,0.3,,,1,3,18,8,19,,,13,17,8,240,0.0,0.3
4129,Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,33,17.5,1576,1.82,78.0,0,16,456,54,70.1,,,3,1,2,2,,2,20,21,6,0.8,,,16,15,47,86,25,,,25,45,14,1016,2.0,0.8
4130,Arnaud Kalimuendo,FRA,"FW,MF",Rennes,Ligue 1,23,28.6,2578,1.78,73.0,3,24,521,16,78.8,,,59,1,20,12,,17,4,19,59,8.9,,,14,50,72,167,63,,,19,23,12,885,2.0,14.9
4131,Glen Kamara,FIN,MF,Rennes,Ligue 1,29,7.4,662,1.83,78.0,1,3,268,7,90.3,,,6,0,1,0,,0,7,5,7,0.2,,,8,5,34,22,42,,,23,30,11,476,0.2,0.2
4132,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,34,17.7,1593,1.8,67.0,0,19,793,25,89.0,,,12,0,1,1,,1,24,16,13,0.8,,,24,21,106,32,100,,,27,51,18,1316,1.4,0.8
4133,Yann Karamoh,FRA,"MF,FW",Torino,Serie A,27,11.6,1046,1.85,77.0,1,18,292,5,67.0,,,26,0,1,0,,0,3,9,26,1.2,,,9,37,28,80,42,,,5,8,2,412,0.9,1.2
4134,Jesper Karlsson,SWE,FW,Lecce,Serie A,27,5.5,495,1.71,70.0,0,7,111,4,69.0,,,6,0,1,0,,1,0,10,10,0.7,,,9,11,12,32,12,,,3,3,2,202,0.6,1.5
4135,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,Serie A,27,9.7,872,1.76,71.0,1,8,239,8,69.3,,,10,0,2,1,,1,7,12,8,1.0,,,7,12,34,27,48,,,23,30,16,438,1.7,1.0
4136,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,20,10.2,922,1.85,80.0,0,8,260,15,75.5,,,1,0,1,1,,1,6,10,11,0.9,,,6,5,42,19,58,,,10,16,4,549,0.6,0.9
4137,Luca Kerber,GER,"MF,DF",Heidenheim,Bundesliga,23,8.7,783,ND,ND,0,3,175,25,73.7,,,4,1,2,2,,2,5,6,12,0.6,,,5,1,16,12,27,,,26,31,16,364,0.7,0.6
4138,Abdukodir Khusanov,UZB,DF,Manchester City,Premier League,21,5.6,503,1.87,86.0,0,3,274,29,91.1,,,1,1,0,0,,0,3,2,2,0.0,,,0,1,25,2,27,,,5,8,4,445,0.1,0.0
4139,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,29,20.4,1838,1.89,83.0,0,18,752,143,88.4,,,0,3,1,1,,1,24,2,9,0.3,,,7,16,83,26,74,,,27,51,14,1472,0.1,0.3
4140,Justin Kluivert,NED,MF,Bournemouth,Premier League,26,26.0,2340,1.71,68.0,6,18,646,24,74.4,,,27,1,18,6,,12,14,45,55,5.6,,,35,81,105,173,78,,,23,37,11,1086,4.8,10.3
4141,Randal Kolo Muani,FRA,FW,Juventus,Serie A,26,12.9,1160,1.87,73.0,1,7,213,2,69.9,,,23,0,9,7,,8,4,17,41,3.9,,,9,21,20,100,33,,,11,15,7,364,1.6,4.7
4142,Geoffrey Kondogbia,CTA,"DF,MF",Marseille,Ligue 1,32,22.4,2020,1.88,79.0,0,10,1301,64,92.5,,,13,4,0,0,,0,22,5,13,0.5,,,13,20,105,11,108,,,60,82,38,2013,0.2,0.5
4143,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,28,8.4,756,1.92,78.0,0,1,174,54,83.4,,,0,0,0,0,,0,12,0,3,0.5,,,1,3,12,0,18,,,22,34,17,375,0.0,0.5
4144,Mateo Kovačić,CRO,MF,Manchester City,Premier League,31,24.4,2198,1.81,75.0,2,14,1445,21,92.6,,,29,1,8,6,,6,24,33,19,1.9,,,30,56,164,16,114,,,69,93,38,2123,3.6,1.9
4145,Goduine Koyalipou,CTA,FW,Lens,Ligue 1,25,9.8,885,1.83,76.0,0,12,174,8,69.8,,,16,0,4,4,,4,1,10,29,4.8,,,6,15,20,68,15,,,3,4,2,318,0.8,4.8
4146,Alex Král,CZE,MF,Espanyol,La Liga,27,30.2,2714,1.86,80.0,1,30,618,51,71.9,,,29,2,1,0,,0,28,12,52,1.5,,,12,49,78,79,127,,,55,83,37,1155,1.5,1.5
4147,Tom Krauß,GER,MF,Bochum,Bundesliga,24,12.0,1077,1.82,72.0,0,13,430,19,80.0,,,7,1,0,0,,0,11,12,23,0.4,,,9,16,84,20,78,,,35,46,18,768,0.7,0.4
4148,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,20,10.6,951,1.75,63.0,0,11,324,32,85.7,,,11,1,0,0,,0,8,5,10,0.3,,,14,23,37,71,32,,,28,36,14,629,0.3,0.3
4149,Marash Kumbulla,ALB,DF,Espanyol,La Liga,25,33.0,2972,1.91,86.0,0,8,998,224,84.5,,,1,2,3,3,,3,34,1,14,1.8,,,4,11,71,3,74,,,51,85,26,1845,0.0,1.8
4150,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,22,7.1,637,ND,ND,1,3,162,7,73.0,,,7,0,3,2,,2,1,7,32,2.5,,,9,17,7,71,21,,,16,17,10,275,1.1,2.5
4151,Yoel Lago,ESP,DF,Celta Vigo,La Liga,21,6.5,583,ND,ND,1,1,289,30,92.5,,,1,0,1,0,,0,4,1,5,0.0,,,0,1,31,0,22,,,12,16,8,487,0.1,0.0
4152,Tariq Lamptey,GHA,DF,Brighton,Premier League,24,9.6,860,1.75,69.0,2,6,292,23,81.1,,,5,1,4,2,,2,7,5,11,0.4,,,6,32,14,45,39,,,17,24,11,535,0.8,0.4
4153,Cyle Larin,CAN,FW,Mallorca,La Liga,30,19.6,1764,1.88,86.0,2,11,316,16,67.5,,,58,0,9,6,,7,1,8,72,6.1,,,3,20,20,95,46,,,12,13,6,561,1.4,6.9
4154,Toni Lato,ESP,DF,Mallorca,La Liga,27,6.9,621,1.73,69.0,0,5,155,33,75.2,,,2,0,0,0,,0,6,6,6,0.0,,,11,15,26,35,30,,,17,23,11,396,0.4,0.0
4155,Roméo Lavia,BEL,MF,Chelsea,Premier League,21,8.9,797,1.81,70.0,1,1,295,10,91.7,,,7,1,1,0,,0,16,7,3,0.3,,,3,3,31,7,40,,,22,38,13,493,0.7,0.3
4156,Manuel Lazzari,ITA,DF,Lazio,Serie A,31,15.6,1406,1.74,67.0,1,23,518,19,79.1,,,7,0,1,0,,0,10,20,27,0.1,,,22,72,66,96,50,,,26,36,16,896,1.3,0.1
4157,Julien Le Cardinal,FRA,DF,Brest,Ligue 1,27,15.3,1378,1.82,73.0,1,2,539,75,86.4,,,6,0,1,0,,0,33,5,3,0.4,,,0,7,39,1,48,,,27,60,15,994,0.3,0.4
4158,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,27,7.5,674,1.86,80.0,0,2,173,42,78.1,,,3,1,1,1,,1,10,2,8,1.2,,,0,4,25,5,36,,,12,22,4,473,0.2,1.2
4159,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,32,8.6,773,1.8,72.0,0,6,245,29,78.6,,,5,2,0,0,,0,9,8,5,0.2,,,2,13,35,21,39,,,15,24,12,521,0.5,0.2
4160,Clément Lenglet,FRA,DF,Atlético de Madrid,La Liga,30,21.9,1972,1.86,81.0,1,13,1065,104,87.5,,,3,1,3,2,,2,22,5,8,2.4,,,0,16,79,1,74,,,27,49,17,1583,1.1,2.4
4161,Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30,25.3,2274,1.79,70.0,1,22,649,80,75.3,,,18,1,1,0,,0,42,10,15,1.1,,,18,13,97,26,154,,,35,77,17,1406,1.6,1.1
4162,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,20,21.0,1893,1.7,65.0,2,22,865,45,91.5,,,19,1,3,1,,1,13,7,20,1.4,,,14,39,107,78,95,,,30,43,19,1477,0.3,1.4
4163,Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18,15.2,1369,ND,ND,0,2,526,27,91.2,,,9,0,1,1,,1,7,8,13,0.2,,,10,37,71,37,53,,,22,29,14,905,0.4,0.2
4164,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,31,7.8,704,1.87,82.0,0,1,263,36,93.8,,,1,2,0,0,,0,8,3,1,0.0,,,2,5,26,4,29,,,7,15,2,452,0.1,0.0
4165,Jesper Lindstrøm,DEN,FW,Everton,Premier League,25,13.8,1239,1.8,63.0,1,18,302,17,69.4,,,24,0,1,0,,0,12,19,31,2.1,,,12,30,25,81,70,,,45,57,25,625,2.0,2.1
4166,Pol Lirola,ESP,DF,Marseille,Ligue 1,27,7.6,680,1.83,79.0,2,13,248,12,83.1,,,4,0,3,1,,1,4,8,6,0.6,,,4,12,21,40,29,,,13,17,9,460,0.7,0.6
4167,Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,24,10.4,940,ND,ND,1,14,161,9,53.9,,,12,0,2,1,,1,3,8,30,1.8,,,3,23,13,67,21,,,15,18,11,307,0.9,1.8
4168,Diego Llorente,ESP,DF,Betis,La Liga,31,28.0,2519,1.85,74.0,0,9,1127,154,86.7,,,4,1,2,2,,2,43,6,11,1.5,,,3,7,81,3,93,,,36,79,20,1915,0.3,1.5
4169,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,29,11.5,1037,1.91,83.0,0,4,362,20,89.7,,,7,0,0,0,,0,3,16,20,0.7,,,7,27,51,32,48,,,19,22,8,593,1.9,0.7
4170,David López,ESP,DF,Girona,La Liga,35,27.0,2429,1.85,83.0,1,8,1405,111,92.1,,,7,2,2,1,,1,14,4,11,0.9,,,6,17,132,7,95,,,32,46,24,2263,0.6,0.9
4171,Fer López,ESP,"FW,MF",Celta Vigo,La Liga,21,7.5,671,ND,ND,0,5,264,7,84.6,,,20,0,2,2,,2,2,14,33,2.7,,,12,27,43,58,25,,,9,11,5,365,1.9,2.7
4172,Javi López,ESP,DF,Real Sociedad,La Liga,23,21.5,1936,1.83,73.0,0,27,571,59,78.4,,,22,2,0,0,,0,11,5,24,0.1,,,14,36,73,64,92,,,40,51,23,1247,0.4,0.1
4173,Sandi Lovrić,SVN,MF,Udinese,Serie A,27,25.6,2308,1.8,68.0,3,17,670,27,78.7,,,28,1,5,2,,2,22,32,53,2.6,,,21,60,120,71,118,,,46,68,29,1258,3.4,2.6
4174,Lorenzo Lucca,ITA,FW,Udinese,Serie A,24,26.1,2353,2.01,80.0,1,10,350,27,64.0,,,29,0,13,11,,12,7,14,73,6.8,,,1,15,18,98,44,,,10,17,6,641,1.6,7.6
4175,Douglas Luiz,BRA,MF,Juventus,Serie A,27,5.9,529,1.78,66.0,0,1,276,5,86.5,,,7,0,0,0,,0,4,15,8,0.6,,,9,16,35,12,31,,,13,17,8,487,1.0,0.6
4176,Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,23,17.8,1606,1.71,65.0,2,16,347,4,59.9,,,29,0,4,2,,2,4,17,67,2.1,,,13,70,31,125,50,,,10,14,6,477,3.1,2.1
